User_ID,Age,Region,Date,Category,Amount,Transaction Type,Account Name,Description
1,32,urban,2020-05-15,Healthcare,199.98,debit,Credit Card,Health Insurance
1,32,urban,2020-05-16,Shopping,347.63,debit,Credit Card,Amazon
1,32,urban,2020-05-16,Bills,192.18,debit,Credit Card,Verizon
1,32,urban,2020-05-16,Restaurants,185.96,debit,Credit Card,McDonald's
1,32,urban,2020-05-16,Travel,263.7,debit,Credit Card,Hilton Hotels
1,32,urban,2020-05-22,Healthcare,427.96,debit,Credit Card,CVS Pharmacy
1,32,urban,2020-05-26,Shopping,292.18,debit,Credit Card,Best Buy
1,32,urban,2020-05-26,Entertainment,65.44,debit,Credit Card,Disney+
1,32,urban,2020-05-26,Restaurants,91.25,debit,Credit Card,Chipotle
1,32,urban,2020-05-26,Travel,662.9,debit,Credit Card,Uber
1,32,urban,2020-06-05,Salary,5188.0,credit,Savings,Employer Direct Deposit
1,32,urban,2020-06-07,Entertainment,93.27,debit,Credit Card,Spotify
1,32,urban,2020-06-07,Bills,201.58,debit,Credit Card,Eversource
1,32,urban,2020-06-07,Restaurants,76.45,debit,Credit Card,Starbucks
1,32,urban,2020-06-07,Healthcare,439.05,debit,Credit Card,Walgreens
1,32,urban,2020-06-07,Rent/Mortgage,2342.19,debit,Credit Card,Landlord Payment
1,32,urban,2020-06-08,Shopping,346.2,debit,Credit Card,Amazon
1,32,urban,2020-06-08,Entertainment,84.89,debit,Credit Card,Netflix
1,32,urban,2020-06-08,Bills,218.83,debit,Credit Card,National Grid
1,32,urban,2020-06-08,Travel,204.96,debit,Credit Card,Lyft
1,32,urban,2020-06-08,Healthcare,149.34,debit,Credit Card,Urgent Care
1,32,urban,2020-06-10,Shopping,248.85,debit,Credit Card,Target
1,32,urban,2020-06-10,Entertainment,175.47,debit,Credit Card,Disney+
1,32,urban,2020-06-10,Bills,195.14,debit,Credit Card,Verizon
1,32,urban,2020-06-10,Travel,348.34,debit,Credit Card,Lyft
1,32,urban,2020-06-10,Healthcare,401.25,debit,Credit Card,Walgreens
1,32,urban,2020-06-13,Entertainment,174.41,debit,Credit Card,AMC Theatres
1,32,urban,2020-06-13,Bills,348.63,debit,Credit Card,Eversource
1,32,urban,2020-06-13,Travel,579.31,debit,Credit Card,Delta Airlines
1,32,urban,2020-06-13,Healthcare,438.48,debit,Credit Card,Urgent Care
1,32,urban,2020-06-16,Shopping,128.11,debit,Credit Card,Target
1,32,urban,2020-06-16,Entertainment,59.92,debit,Credit Card,AMC Theatres
1,32,urban,2020-06-16,Travel,667.1,debit,Credit Card,Lyft
1,32,urban,2020-06-19,Shopping,94.86,debit,Credit Card,Walmart
1,32,urban,2020-06-19,Entertainment,20.77,debit,Credit Card,Disney+
1,32,urban,2020-06-19,Bills,308.69,debit,Credit Card,Verizon
1,32,urban,2020-06-19,Travel,397.44,debit,Credit Card,Delta Airlines
1,32,urban,2020-06-19,Healthcare,268.65,debit,Credit Card,Urgent Care
1,32,urban,2020-06-22,Shopping,483.56,debit,Credit Card,Target
1,32,urban,2020-06-22,Entertainment,185.47,debit,Credit Card,Spotify
1,32,urban,2020-06-22,Restaurants,81.23,debit,Credit Card,Subway
1,32,urban,2020-06-22,Travel,391.97,debit,Credit Card,Delta Airlines
1,32,urban,2020-06-22,Healthcare,112.42,debit,Credit Card,CVS Pharmacy
1,32,urban,2020-06-23,Entertainment,157.83,debit,Credit Card,Disney+
1,32,urban,2020-06-23,Bills,424.23,debit,Credit Card,Eversource
1,32,urban,2020-06-23,Restaurants,65.74,debit,Credit Card,Chipotle
1,32,urban,2020-06-24,Shopping,419.17,debit,Credit Card,Walmart
1,32,urban,2020-06-24,Entertainment,23.05,debit,Credit Card,Disney+
1,32,urban,2020-06-27,Shopping,451.82,debit,Credit Card,Best Buy
1,32,urban,2020-06-27,Entertainment,138.62,debit,Credit Card,AMC Theatres
1,32,urban,2020-06-27,Healthcare,109.43,debit,Credit Card,Urgent Care
1,32,urban,2020-07-05,Salary,5188.0,credit,Savings,Employer Direct Deposit
1,32,urban,2020-07-18,Shopping,235.91,debit,Credit Card,Amazon
1,32,urban,2020-07-18,Entertainment,199.51,debit,Credit Card,Netflix
1,32,urban,2020-07-18,Bills,173.18,debit,Credit Card,Verizon
1,32,urban,2020-07-18,Restaurants,240.37,debit,Credit Card,Subway
1,32,urban,2020-07-18,Travel,299.48,debit,Credit Card,Uber
1,32,urban,2020-07-18,Healthcare,356.45,debit,Credit Card,Health Insurance
1,32,urban,2020-07-24,Entertainment,47.33,debit,Credit Card,AMC Theatres
1,32,urban,2020-07-24,Bills,226.68,debit,Credit Card,National Grid
1,32,urban,2020-07-24,Restaurants,152.83,debit,Credit Card,Starbucks
1,32,urban,2020-07-24,Healthcare,379.93,debit,Credit Card,Walgreens
1,32,urban,2020-07-27,Bills,207.82,debit,Credit Card,National Grid
1,32,urban,2020-07-27,Travel,640.75,debit,Credit Card,Hilton Hotels
1,32,urban,2020-07-27,Healthcare,287.6,debit,Credit Card,Urgent Care
1,32,urban,2020-08-05,Salary,5188.0,credit,Savings,Employer Direct Deposit
1,32,urban,2020-08-07,Shopping,103.95,debit,Credit Card,Amazon
1,32,urban,2020-08-07,Restaurants,100.56,debit,Credit Card,Starbucks
1,32,urban,2020-08-07,Healthcare,154.91,debit,Credit Card,Urgent Care
1,32,urban,2020-08-07,Rent/Mortgage,817.31,debit,Credit Card,Mortgage Company
1,32,urban,2020-08-10,Travel,476.63,debit,Credit Card,Lyft
1,32,urban,2020-08-10,Healthcare,431.86,debit,Credit Card,Health Insurance
1,32,urban,2020-08-11,Shopping,353.42,debit,Credit Card,Walmart
1,32,urban,2020-08-11,Bills,482.67,debit,Credit Card,National Grid
1,32,urban,2020-08-11,Restaurants,247.07,debit,Credit Card,McDonald's
1,32,urban,2020-08-11,Travel,651.02,debit,Credit Card,Delta Airlines
1,32,urban,2020-08-11,Healthcare,226.85,debit,Credit Card,CVS Pharmacy
1,32,urban,2020-08-13,Healthcare,430.85,debit,Credit Card,CVS Pharmacy
1,32,urban,2020-08-14,Shopping,326.37,debit,Credit Card,Amazon
1,32,urban,2020-08-14,Restaurants,102.26,debit,Credit Card,Starbucks
1,32,urban,2020-08-15,Entertainment,26.7,debit,Credit Card,AMC Theatres
1,32,urban,2020-08-15,Bills,210.99,debit,Credit Card,Eversource
1,32,urban,2020-08-15,Restaurants,237.94,debit,Credit Card,Chipotle
1,32,urban,2020-08-15,Healthcare,384.13,debit,Credit Card,Walgreens
1,32,urban,2020-08-16,Shopping,430.11,debit,Credit Card,Target
1,32,urban,2020-08-16,Entertainment,34.09,debit,Credit Card,Spotify
1,32,urban,2020-08-16,Healthcare,336.18,debit,Credit Card,Health Insurance
1,32,urban,2020-08-18,Shopping,159.69,debit,Credit Card,Target
1,32,urban,2020-08-18,Bills,393.24,debit,Credit Card,Comcast
1,32,urban,2020-08-18,Healthcare,246.64,debit,Credit Card,Health Insurance
1,32,urban,2020-08-21,Entertainment,197.37,debit,Credit Card,Netflix
1,32,urban,2020-08-21,Bills,220.77,debit,Credit Card,Verizon
1,32,urban,2020-08-21,Travel,963.19,debit,Credit Card,Uber
1,32,urban,2020-08-21,Healthcare,362.91,debit,Credit Card,Health Insurance
1,32,urban,2020-08-24,Shopping,70.84,debit,Credit Card,Amazon
1,32,urban,2020-08-24,Entertainment,142.09,debit,Credit Card,Spotify
1,32,urban,2020-08-24,Restaurants,203.92,debit,Credit Card,Subway
1,32,urban,2020-08-24,Travel,619.54,debit,Credit Card,Lyft
1,32,urban,2020-09-05,Salary,5188.0,credit,Savings,Employer Direct Deposit
1,32,urban,2020-09-07,Shopping,487.03,debit,Credit Card,Amazon
1,32,urban,2020-09-07,Entertainment,132.08,debit,Credit Card,Spotify
1,32,urban,2020-09-07,Restaurants,114.52,debit,Credit Card,Subway
1,32,urban,2020-09-07,Healthcare,111.33,debit,Credit Card,Health Insurance
1,32,urban,2020-09-15,Shopping,280.74,debit,Credit Card,Target
1,32,urban,2020-09-15,Entertainment,93.97,debit,Credit Card,Disney+
1,32,urban,2020-09-15,Restaurants,198.2,debit,Credit Card,McDonald's
1,32,urban,2020-09-15,Travel,350.69,debit,Credit Card,Uber
1,32,urban,2020-09-15,Healthcare,389.0,debit,Credit Card,Walgreens
1,32,urban,2020-09-24,Shopping,342.13,debit,Credit Card,Target
1,32,urban,2020-09-24,Entertainment,142.37,debit,Credit Card,Netflix
1,32,urban,2020-09-24,Restaurants,140.98,debit,Credit Card,McDonald's
1,32,urban,2020-09-24,Rent/Mortgage,1044.47,debit,Credit Card,Landlord Payment
1,32,urban,2020-09-25,Shopping,401.83,debit,Credit Card,Amazon
1,32,urban,2020-09-25,Entertainment,142.07,debit,Credit Card,Disney+
1,32,urban,2020-09-25,Bills,420.07,debit,Credit Card,Comcast
1,32,urban,2020-09-25,Restaurants,161.72,debit,Credit Card,McDonald's
1,32,urban,2020-09-25,Travel,470.61,debit,Credit Card,Delta Airlines
1,32,urban,2020-10-05,Salary,5188.0,credit,Savings,Employer Direct Deposit
1,32,urban,2020-10-08,Entertainment,73.47,debit,Credit Card,Netflix
1,32,urban,2020-10-08,Restaurants,150.94,debit,Credit Card,Subway
1,32,urban,2020-10-08,Healthcare,321.08,debit,Credit Card,Urgent Care
1,32,urban,2020-10-08,Rent/Mortgage,1338.34,debit,Credit Card,Landlord Payment
1,32,urban,2020-10-23,Shopping,463.68,debit,Credit Card,Best Buy
1,32,urban,2020-10-23,Entertainment,193.21,debit,Credit Card,Netflix
1,32,urban,2020-10-23,Restaurants,170.54,debit,Credit Card,Subway
1,32,urban,2020-10-24,Shopping,309.59,debit,Credit Card,Amazon
1,32,urban,2020-10-24,Entertainment,52.27,debit,Credit Card,AMC Theatres
1,32,urban,2020-10-24,Bills,309.21,debit,Credit Card,Eversource
1,32,urban,2020-10-24,Travel,331.42,debit,Credit Card,Lyft
1,32,urban,2020-11-05,Salary,5188.0,credit,Savings,Employer Direct Deposit
1,32,urban,2020-11-06,Shopping,477.8,debit,Credit Card,Target
1,32,urban,2020-11-06,Entertainment,150.84,debit,Credit Card,AMC Theatres
1,32,urban,2020-11-06,Travel,601.4,debit,Credit Card,Delta Airlines
1,32,urban,2020-11-06,Healthcare,344.72,debit,Credit Card,CVS Pharmacy
1,32,urban,2020-11-06,Rent/Mortgage,1622.03,debit,Credit Card,Landlord Payment
1,32,urban,2020-11-07,Shopping,308.58,debit,Credit Card,Amazon
1,32,urban,2020-11-07,Entertainment,23.33,debit,Credit Card,Spotify
1,32,urban,2020-11-07,Bills,280.37,debit,Credit Card,National Grid
1,32,urban,2020-11-07,Restaurants,131.55,debit,Credit Card,Starbucks
1,32,urban,2020-11-07,Travel,713.36,debit,Credit Card,Hilton Hotels
1,32,urban,2020-11-07,Healthcare,229.01,debit,Credit Card,Urgent Care
1,32,urban,2020-11-20,Shopping,391.02,debit,Credit Card,Amazon
1,32,urban,2020-11-20,Bills,197.23,debit,Credit Card,Verizon
1,32,urban,2020-11-20,Travel,752.31,debit,Credit Card,Lyft
1,32,urban,2020-11-23,Shopping,54.02,debit,Credit Card,Best Buy
1,32,urban,2020-11-23,Entertainment,58.02,debit,Credit Card,Spotify
1,32,urban,2020-11-23,Bills,193.11,debit,Credit Card,Verizon
1,32,urban,2020-11-23,Restaurants,122.28,debit,Credit Card,McDonald's
1,32,urban,2020-11-23,Travel,379.23,debit,Credit Card,Hilton Hotels
1,32,urban,2020-11-23,Healthcare,315.21,debit,Credit Card,Health Insurance
1,32,urban,2020-11-26,Restaurants,221.65,debit,Credit Card,McDonald's
1,32,urban,2020-11-26,Travel,622.31,debit,Credit Card,Uber
1,32,urban,2020-12-05,Salary,5188.0,credit,Savings,Employer Direct Deposit
1,32,urban,2020-12-06,Entertainment,58.78,debit,Credit Card,AMC Theatres
1,32,urban,2020-12-06,Bills,381.95,debit,Credit Card,Comcast
1,32,urban,2020-12-06,Restaurants,89.99,debit,Credit Card,Chipotle
1,32,urban,2020-12-06,Travel,711.45,debit,Credit Card,Uber
1,32,urban,2020-12-06,Healthcare,389.14,debit,Credit Card,Health Insurance
1,32,urban,2020-12-07,Entertainment,60.4,debit,Credit Card,Spotify
1,32,urban,2020-12-07,Bills,172.75,debit,Credit Card,National Grid
1,32,urban,2020-12-07,Restaurants,77.37,debit,Credit Card,McDonald's
1,32,urban,2020-12-07,Travel,405.76,debit,Credit Card,Uber
1,32,urban,2020-12-07,Rent/Mortgage,1795.31,debit,Credit Card,Mortgage Company
1,32,urban,2020-12-11,Entertainment,54.24,debit,Credit Card,AMC Theatres
1,32,urban,2020-12-11,Bills,214.3,debit,Credit Card,Verizon
1,32,urban,2020-12-11,Restaurants,217.29,debit,Credit Card,Starbucks
1,32,urban,2020-12-11,Healthcare,356.36,debit,Credit Card,Urgent Care
1,32,urban,2020-12-14,Shopping,176.67,debit,Credit Card,Target
1,32,urban,2020-12-14,Healthcare,79.17,debit,Credit Card,Health Insurance
1,32,urban,2020-12-15,Shopping,478.01,debit,Credit Card,Target
1,32,urban,2020-12-15,Bills,188.7,debit,Credit Card,Eversource
1,32,urban,2020-12-15,Healthcare,153.17,debit,Credit Card,Urgent Care
1,32,urban,2020-12-16,Entertainment,147.5,debit,Credit Card,Disney+
1,32,urban,2020-12-16,Bills,102.87,debit,Credit Card,Eversource
1,32,urban,2020-12-17,Restaurants,136.93,debit,Credit Card,Subway
1,32,urban,2020-12-17,Travel,361.89,debit,Credit Card,Delta Airlines
1,32,urban,2020-12-18,Entertainment,120.43,debit,Credit Card,AMC Theatres
1,32,urban,2020-12-18,Bills,370.13,debit,Credit Card,Verizon
1,32,urban,2020-12-18,Restaurants,134.34,debit,Credit Card,McDonald's
1,32,urban,2020-12-22,Shopping,301.86,debit,Credit Card,Walmart
1,32,urban,2020-12-22,Entertainment,63.98,debit,Credit Card,Spotify
1,32,urban,2020-12-22,Bills,122.55,debit,Credit Card,Comcast
1,32,urban,2020-12-22,Restaurants,229.53,debit,Credit Card,Subway
1,32,urban,2020-12-22,Healthcare,311.01,debit,Credit Card,Urgent Care
1,32,urban,2021-01-05,Salary,5400.05,credit,Savings,Employer Direct Deposit
1,32,urban,2021-01-06,Shopping,388.15,debit,Credit Card,Amazon
1,32,urban,2021-01-06,Entertainment,22.27,debit,Credit Card,Spotify
1,32,urban,2021-01-06,Healthcare,210.88,debit,Credit Card,Walgreens
1,32,urban,2021-01-09,Shopping,300.73,debit,Credit Card,Best Buy
1,32,urban,2021-01-09,Entertainment,170.79,debit,Credit Card,Spotify
1,32,urban,2021-01-09,Bills,220.04,debit,Credit Card,National Grid
1,32,urban,2021-01-09,Restaurants,145.55,debit,Credit Card,Subway
1,32,urban,2021-01-09,Travel,137.85,debit,Credit Card,Lyft
1,32,urban,2021-01-09,Healthcare,463.3,debit,Credit Card,CVS Pharmacy
1,32,urban,2021-01-11,Shopping,124.87,debit,Credit Card,Amazon
1,32,urban,2021-01-11,Bills,146.56,debit,Credit Card,National Grid
1,32,urban,2021-01-11,Restaurants,181.79,debit,Credit Card,Starbucks
1,32,urban,2021-01-11,Travel,274.61,debit,Credit Card,Uber
1,32,urban,2021-01-11,Rent/Mortgage,933.64,debit,Credit Card,Mortgage Company
1,32,urban,2021-01-14,Shopping,211.47,debit,Credit Card,Walmart
1,32,urban,2021-01-14,Entertainment,59.83,debit,Credit Card,Disney+
1,32,urban,2021-01-14,Healthcare,241.48,debit,Credit Card,Walgreens
1,32,urban,2021-01-20,Shopping,239.78,debit,Credit Card,Best Buy
1,32,urban,2021-01-20,Entertainment,186.29,debit,Credit Card,Disney+
1,32,urban,2021-01-20,Restaurants,54.41,debit,Credit Card,Chipotle
1,32,urban,2021-01-20,Travel,234.06,debit,Credit Card,Lyft
1,32,urban,2021-01-20,Healthcare,337.4,debit,Credit Card,Urgent Care
1,32,urban,2021-01-22,Shopping,352.05,debit,Credit Card,Amazon
1,32,urban,2021-01-22,Entertainment,28.44,debit,Credit Card,Spotify
1,32,urban,2021-01-22,Restaurants,58.38,debit,Credit Card,Starbucks
1,32,urban,2021-01-24,Entertainment,139.89,debit,Credit Card,AMC Theatres
1,32,urban,2021-01-24,Bills,309.47,debit,Credit Card,Eversource
1,32,urban,2021-01-24,Travel,274.15,debit,Credit Card,Lyft
1,32,urban,2021-01-24,Healthcare,215.09,debit,Credit Card,Health Insurance
1,32,urban,2021-02-05,Salary,5400.05,credit,Savings,Employer Direct Deposit
1,32,urban,2021-02-07,Shopping,83.95,debit,Credit Card,Walmart
1,32,urban,2021-02-07,Bills,207.69,debit,Credit Card,Verizon
1,32,urban,2021-02-07,Restaurants,101.41,debit,Credit Card,Subway
1,32,urban,2021-02-07,Travel,525.88,debit,Credit Card,Uber
1,32,urban,2021-02-07,Healthcare,264.21,debit,Credit Card,Walgreens
1,32,urban,2021-02-07,Rent/Mortgage,819.87,debit,Credit Card,Landlord Payment
1,32,urban,2021-02-09,Entertainment,188.21,debit,Credit Card,Spotify
1,32,urban,2021-02-09,Bills,186.83,debit,Credit Card,Eversource
1,32,urban,2021-02-09,Restaurants,214.8,debit,Credit Card,McDonald's
1,32,urban,2021-02-09,Travel,418.67,debit,Credit Card,Hilton Hotels
1,32,urban,2021-02-12,Entertainment,133.62,debit,Credit Card,Disney+
1,32,urban,2021-02-12,Bills,253.65,debit,Credit Card,Comcast
1,32,urban,2021-02-12,Restaurants,198.91,debit,Credit Card,Chipotle
1,32,urban,2021-02-12,Healthcare,237.05,debit,Credit Card,Walgreens
1,32,urban,2021-02-18,Shopping,317.64,debit,Credit Card,Target
1,32,urban,2021-02-18,Entertainment,104.09,debit,Credit Card,Netflix
1,32,urban,2021-02-18,Bills,428.8,debit,Credit Card,Verizon
1,32,urban,2021-02-18,Healthcare,484.31,debit,Credit Card,Health Insurance
1,32,urban,2021-02-21,Entertainment,152.45,debit,Credit Card,Netflix
1,32,urban,2021-02-21,Restaurants,124.57,debit,Credit Card,McDonald's
1,32,urban,2021-02-21,Healthcare,396.34,debit,Credit Card,Urgent Care
1,32,urban,2021-03-05,Salary,5400.05,credit,Savings,Employer Direct Deposit
1,32,urban,2021-03-06,Shopping,155.61,debit,Credit Card,Target
1,32,urban,2021-03-06,Entertainment,140.95,debit,Credit Card,Disney+
1,32,urban,2021-03-06,Bills,282.43,debit,Credit Card,Comcast
1,32,urban,2021-03-06,Travel,400.33,debit,Credit Card,Lyft
